file,pos,x,y,w,h,digit
captcha_051.jpg,3,120,17,29,26,2
captcha_052.jpg,0,8,24,19,21,5
captcha_052.jpg,1,46,15,25,25,9
captcha_052.jpg,2,78,11,24,28,8
captcha_052.jpg,3,123,16,26,26,8
captcha_053.jpg,0,4,15,22,26,3
captcha_053.jpg,1,34,44,16,15,1
captcha_053.jpg,2,78,5,30,31,7
captcha_053.jpg,3,113,4,31,36,9
captcha_054.jpg,0,4,8,35,38,4
captcha_054.jpg,1,55,39,16,15,5
captcha_054.jpg,2,81,14,26,28,3
captcha_054.jpg,3,118,17,22,32,8
captcha_055.jpg,0,5,43,16,15,5
captcha_055.jpg,1,51,42,14,13,0
captcha_055.jpg,2,74,14,30,29,4
captcha_055.jpg,3,113,5,27,39,9
captcha_056.jpg,0,10,10,25,33,9
captcha_056.jpg,1,41,23,23,28,9
captcha_056.jpg,2,87,11,14,25,4
captcha_056.jpg,3,112,9,36,31,7
captcha_057.jpg,0,8,22,27,38,3
captcha_057.jpg,1,43,23,25,35,2
captcha_057.jpg,2,80,26,13,21,1
captcha_057.jpg,3,118,19,26,33,9
captcha_058.jpg,0,6,14,19,28,3
captcha_058.jpg,1,39,4,38,38,7
captcha_058.jpg,2,80,8,18,25,6
captcha_058.jpg,3,121,13,19,29,3
captcha_059.jpg,0,10,13,22,26,9
captcha_059.jpg,1,38,16,24,33,6
captcha_059.jpg,2,84,16,26,36,3
captcha_059.jpg,3,116,16,31,43,9
captcha_060.jpg,0,11,19,17,21,0
captcha_060.jpg,1,37,16,34,41,9
captcha_060.jpg,2,75,15,29,36,7
captcha_060.jpg,3,120,22,29,36,3
captcha_061.jpg,0,1,0,24,31,9
captcha_061.jpg,1,39,16,32,36,2
captcha_061.jpg,2,92,42,17,17,5
captcha_061.jpg,3,114,7,31,30,2
captcha_062.jpg,0,1,20,35,34,7
captcha_062.jpg,1,41,2,33,43,9
captcha_062.jpg,2,76,16,34,38,6
captcha_062.jpg,3,120,28,16,19,5
captcha_063.jpg,0,0,2,29,25,7
captcha_063.jpg,1,48,14,29,33,2
captcha_063.jpg,2,86,11,24,26,4
captcha_063.jpg,3,121,5,24,29,8
captcha_064.jpg,0,7,14,26,25,2
captcha_064.jpg,1,45,8,21,21,6
captcha_064.jpg,2,72,17,29,32,9
captcha_064.jpg,3,111,18,11,17,0
captcha_065.jpg,0,16,41,17,16,1
captcha_065.jpg,1,40,14,25,25,4
captcha_065.jpg,2,80,47,10,13,1
captcha_065.jpg,3,121,1,26,34,8
captcha_066.jpg,0,5,13,26,28,7
captcha_066.jpg,1,44,10,28,31,3
captcha_066.jpg,2,78,4,34,38,7
captcha_066.jpg,3,123,17,27,38,2
captcha_067.jpg,0,8,11,25,25,4
captcha_067.jpg,1,47,36,15,18,1
captcha_067.jpg,2,73,16,32,41,9
captcha_067.jpg,3,120,15,25,32,8
captcha_068.jpg,0,11,26,27,31,8
captcha_068.jpg,1,45,18,22,30,8
captcha_068.jpg,2,82,42,14,18,1
captcha_068.jpg,3,112,12,23,37,8
captcha_069.jpg,0,7,3,27,28,2
captcha_069.jpg,1,40,18,26,26,3
captcha_069.jpg,2,83,19,21,32,7
captcha_069.jpg,3,117,22,31,26,8
captcha_070.jpg,0,5,8,30,33,4
captcha_070.jpg,1,49,14,18,27,3
captcha_070.jpg,2,71,37,16,20,5
captcha_070.jpg,3,112,7,29,24,3
captcha_071.jpg,0,2,1,31,39,9
captcha_071.jpg,1,54,39,11,17,1
captcha_071.jpg,2,83,17,21,22,4
captcha_071.jpg,3,124,21,24,26,3
captcha_072.jpg,0,5,31,11,17,1
captcha_072.jpg,1,44,30,25,23,4
captcha_072.jpg,2,78,14,27,24,9
captcha_072.jpg,3,117,10,24,27,3
captcha_073.jpg,0,3,39,10,16,1
captcha_073.jpg,1,34,13,38,45,9
captcha_073.jpg,2,83,23,26,30,6
captcha_073.jpg,3,121,15,12,14,0
captcha_074.jpg,0,5,51,12,9,1
captcha_074.jpg,1,45,10,28,29,3
captcha_074.jpg,2,77,13,22,37,9
captcha_074.jpg,3,118,22,20,29,4
captcha_075.jpg,0,21,38,13,15,0
captcha_075.jpg,1,45,24,24,28,9
captcha_075.jpg,2,87,13,28,38,3
captcha_075.jpg,3,117,8,33,41,7
captcha_076.jpg,0,4,8,32,37,9
captcha_076.jpg,1,44,19,28,33,3
captcha_076.jpg,2,82,8,28,28,8
captcha_076.jpg,3,119,11,27,39,2
captcha_077.jpg,0,9,13,25,37,8
captcha_077.jpg,1,45,15,28,28,2
captcha_077.jpg,2,83,17,23,30,9
captcha_077.jpg,3,115,6,23,25,9
captcha_078.jpg,0,5,11,28,29,6
captcha_078.jpg,1,42,20,24,30,7
captcha_078.jpg,2,78,21,26,24,7
captcha_078.jpg,3,110,6,34,31,2
captcha_079.jpg,0,7,26,26,29,4
captcha_079.jpg,1,44,4,25,32,7
captcha_079.jpg,2,80,21,23,28,2
captcha_079.jpg,3,115,20,35,36,7
captcha_080.jpg,0,3,19,15,15,5
captcha_080.jpg,1,42,19,29,29,6
captcha_080.jpg,2,82,25,27,32,7
captcha_080.jpg,3,113,43,16,17,1
captcha_081.jpg,0,6,17,24,28,4
captcha_081.jpg,1,42,36,17,15,1
captcha_081.jpg,2,83,26,24,27,8
captcha_081.jpg,3,116,13,27,30,3
captcha_082.jpg,0,1,4,40,34,7
captcha_082.jpg,1,45,8,26,30,6
captcha_082.jpg,2,81,20,27,32,8
captcha_082.jpg,3,118,13,15,17,0
captcha_083.jpg,0,7,18,26,32,3
captcha_083.jpg,1,43,24,22,25,8
captcha_083.jpg,2,85,30,26,28,4
captcha_083.jpg,3,122,24,24,28,4
captcha_084.jpg,0,4,18,13,18,1
captcha_084.jpg,1,60,38,15,15,0
captcha_084.jpg,2,80,13,24,23,2
captcha_084.jpg,3,135,49,11,11,1
captcha_085.jpg,0,6,12,33,37,9
captcha_085.jpg,1,44,44,11,12,0
captcha_085.jpg,2,81,36,16,12,0
captcha_085.jpg,3,113,8,30,29,2
captcha_086.jpg,0,8,22,22,25,2
captcha_086.jpg,1,42,27,14,13,0
captcha_086.jpg,2,78,24,23,24,8
captcha_086.jpg,3,122,13,25,26,4
captcha_087.jpg,0,13,21,16,16,1
captcha_087.jpg,1,42,14,23,29,7
captcha_087.jpg,2,78,44,13,14,5
captcha_087.jpg,3,126,11,14,16,1
captcha_088.jpg,0,4,21,18,25,7
captcha_088.jpg,1,33,35,16,15,1
captcha_088.jpg,2,77,20,32,36,2
captcha_088.jpg,3,123,20,18,22,7
captcha_089.jpg,0,9,8,25,24,4
captcha_089.jpg,1,63,30,11,15,1
captcha_089.jpg,2,80,11,27,32,6
captcha_089.jpg,3,115,9,23,35,8
captcha_090.jpg,0,7,11,23,34,2
captcha_090.jpg,1,37,20,32,33,2
captcha_090.jpg,2,84,39,15,14,0
captcha_090.jpg,3,117,14,27,28,2
captcha_091.jpg,0,7,26,25,25,7
captcha_091.jpg,1,41,27,20,22,4
captcha_091.jpg,2,78,16,26,23,8
captcha_091.jpg,3,119,17,24,24,3
captcha_092.jpg,0,11,15,25,29,2
captcha_092.jpg,1,48,27,14,17,0
captcha_092.jpg,2,83,9,27,34,2
captcha_092.jpg,3,118,19,27,36,6
captcha_093.jpg,0,10,13,27,38,2
captcha_093.jpg,1,47,14,34,37,8
captcha_093.jpg,2,83,22,27,37,8
captcha_093.jpg,3,120,26,24,26,2
captcha_094.jpg,0,4,38,12,14,0
captcha_094.jpg,1,43,7,31,38,4
captcha_094.jpg,2,78,13,13,16,1
captcha_094.jpg,3,115,5,23,27,4
captcha_095.jpg,0,7,23,26,24,4
captcha_095.jpg,1,38,9,40,31,7
captcha_095.jpg,2,80,22,22,26,2
captcha_095.jpg,3,119,11,17,17,5
captcha_096.jpg,0,6,11,22,24,6
captcha_096.jpg,1,57,25,11,13,5
captcha_096.jpg,2,82,15,21,26,2
captcha_096.jpg,3,115,3,31,35,8
captcha_097.jpg,0,17,30,14,14,5
captcha_097.jpg,1,48,10,16,21,6
captcha_097.jpg,2,79,21,27,31,7
captcha_097.jpg,3,118,12,24,21,8
captcha_098.jpg,0,5,7,24,28,4
captcha_098.jpg,1,50,31,15,16,0
captcha_098.jpg,2,83,21,23,28,4
captcha_098.jpg,3,117,26,19,27,7
captcha_099.jpg,0,6,27,24,32,2
captcha_099.jpg,1,35,16,38,32,6
captcha_099.jpg,2,80,25,20,22,8
captcha_099.jpg,3,115,1,35,42,9
captcha_100.jpg,0,1,15,27,27,6
captcha_100.jpg,1,46,12,27,31,2
captcha_100.jpg,2,78,10,26,30,2
captcha_100.jpg,3,120,19,28,35,4
captcha_101.jpg,0,4,6,31,40,8
captcha_101.jpg,1,44,8,27,28,4
captcha_101.jpg,2,80,25,22,25,8
captcha_101.jpg,3,128,12,13,19,1
captcha_102.jpg,0,8,19,21,24,7
captcha_102.jpg,1,40,15,26,28,2
captcha_102.jpg,2,87,23,14,19,1
captcha_102.jpg,3,116,3,34,38,7
captcha_103.jpg,0,0,12,35,39,9
captcha_103.jpg,1,43,12,30,33,3
captcha_103.jpg,2,96,46,16,14,5
captcha_103.jpg,3,119,20,21,25,9
captcha_104.jpg,0,8,8,27,30,6
captcha_104.jpg,1,42,18,17,11,0
captcha_104.jpg,2,76,9,31,30,7
captcha_104.jpg,3,111,45,12,15,5
captcha_105.jpg,0,5,15,21,23,9
captcha_105.jpg,1,43,21,29,26,2
captcha_105.jpg,2,80,19,26,36,4
captcha_105.jpg,3,118,13,23,30,8
captcha_106.jpg,0,5,21,21,27,4
captcha_106.jpg,1,45,8,31,36,2
captcha_106.jpg,2,79,19,30,25,7
captcha_106.jpg,3,133,16,14,17,5
captcha_107.jpg,0,9,18,25,28,7
captcha_107.jpg,1,37,51,11,9,1
captcha_107.jpg,2,78,7,34,36,9
captcha_107.jpg,3,129,28,11,15,1
captcha_108.jpg,0,16,21,14,13,0
captcha_108.jpg,1,39,14,33,35,9
captcha_108.jpg,2,87,27,22,27,6
captcha_108.jpg,3,124,12,25,35,8
captcha_109.jpg,0,3,11,22,26,6
captcha_109.jpg,1,39,6,31,30,6
captcha_109.jpg,2,83,21,17,20,3
captcha_109.jpg,3,137,37,11,16,0
captcha_110.jpg,0,8,2,23,30,8
captcha_110.jpg,1,51,48,10,12,1
captcha_110.jpg,2,72,14,31,28,7
captcha_110.jpg,3,118,19,22,26,7
captcha_111.jpg,0,4,30,28,30,4
captcha_111.jpg,1,48,23,26,32,4
captcha_111.jpg,2,98,42,9,15,1
captcha_111.jpg,3,116,24,23,26,4
captcha_112.jpg,0,3,4,38,37,7
captcha_112.jpg,1,42,12,22,30,4
captcha_112.jpg,2,81,16,27,36,8
captcha_112.jpg,3,133,49,15,11,5
captcha_113.jpg,0,5,9,24,26,6
captcha_113.jpg,1,40,12,27,30,3
captcha_113.jpg,2,77,9,23,28,8
captcha_113.jpg,3,121,25,19,24,4
captcha_114.jpg,0,3,2,22,27,8
captcha_114.jpg,1,57,48,11,11,1
captcha_114.jpg,2,80,22,25,26,4
captcha_114.jpg,3,122,23,14,15,1
captcha_115.jpg,0,5,24,26,32,2
captcha_115.jpg,1,43,28,22,20,6
captcha_115.jpg,2,85,7,17,26,4
captcha_115.jpg,3,118,3,28,29,8
captcha_116.jpg,0,4,50,8,10,1
captcha_116.jpg,1,40,12,32,35,2
captcha_116.jpg,2,81,18,33,41,9
captcha_116.jpg,3,118,8,18,31,3
captcha_117.jpg,0,7,10,21,27,3
captcha_117.jpg,1,48,52,9,8,1
captcha_117.jpg,2,81,16,24,34,8
captcha_117.jpg,3,118,41,15,14,5
captcha_118.jpg,0,8,18,20,23,8
captcha_118.jpg,1,61,16,11,15,0
captcha_118.jpg,2,80,13,12,14,1
captcha_118.jpg,3,118,29,27,24,4
captcha_119.jpg,0,3,13,20,23,7
captcha_119.jpg,1,62,11,14,17,5
captcha_119.jpg,2,80,14,20,19,9
captcha_119.jpg,3,116,5,31,34,6
captcha_120.jpg,0,3,19,23,24,8
captcha_120.jpg,1,46,51,8,8,1
captcha_120.jpg,2,74,35,16,16,5
captcha_120.jpg,3,127,41,15,12,0
captcha_121.jpg,0,3,4,22,25,8
captcha_121.jpg,1,47,8,20,23,4
captcha_121.jpg,2,85,21,25,29,9
captcha_121.jpg,3,120,15,24,28,6
captcha_122.jpg,0,16,40,12,13,5
captcha_122.jpg,1,41,20,21,23,3
captcha_122.jpg,2,81,15,19,20,9
captcha_122.jpg,3,135,16,13,14,5
captcha_123.jpg,0,6,8,30,40,9
captcha_123.jpg,1,46,20,27,32,3
captcha_123.jpg,2,83,3,25,29,4
captcha_123.jpg,3,135,50,10,10,0
captcha_124.jpg,0,5,52,14,8,0
captcha_124.jpg,1,43,14,34,32,6
captcha_124.jpg,2,86,26,28,34,3
captcha_124.jpg,3,121,25,29,26,8
captcha_125.jpg,0,6,14,29,31,6
captcha_125.jpg,1,56,16,12,16,1
captcha_125.jpg,2,83,23,23,28,3
captcha_125.jpg,3,119,3,24,32,4
captcha_126.jpg,0,9,20,21,28,8
captcha_126.jpg,1,55,11,16,14,5
captcha_126.jpg,2,82,21,31,31,6
captcha_126.jpg,3,122,23,19,27,2
captcha_127.jpg,0,7,15,29,34,8
captcha_127.jpg,1,42,9,26,35,8
captcha_127.jpg,2,82,19,23,26,3
captcha_127.jpg,3,117,22,32,29,7
captcha_128.jpg,0,16,20,17,19,1
captcha_128.jpg,1,46,19,25,31,4
captcha_128.jpg,2,78,18,27,30,8
captcha_128.jpg,3,113,17,24,34,9
captcha_129.jpg,0,3,5,20,23,6
captcha_129.jpg,1,41,7,21,32,6
captcha_129.jpg,2,82,27,19,20,2
captcha_129.jpg,3,122,21,20,27,2
captcha_130.jpg,0,9,10,25,32,6
captcha_130.jpg,1,43,9,25,27,7
captcha_130.jpg,2,78,32,14,16,5
captcha_130.jpg,3,111,7,34,35,7
captcha_131.jpg,0,8,16,26,27,4
captcha_131.jpg,1,57,16,17,17,5
captcha_131.jpg,2,96,29,11,15,0
captcha_131.jpg,3,122,13,22,34,8
captcha_132.jpg,0,23,44,11,11,0
captcha_132.jpg,1,40,15,34,32,7
captcha_132.jpg,2,95,18,13,16,0
captcha_132.jpg,3,121,17,18,28,4
captcha_133.jpg,0,6,20,12,16,0
captcha_133.jpg,1,36,25,23,22,3
captcha_133.jpg,2,77,15,15,15,5
captcha_133.jpg,3,111,11,27,27,3
captcha_134.jpg,0,9,5,27,31,8
captcha_134.jpg,1,37,11,31,37,9
captcha_134.jpg,2,86,17,23,31,4
captcha_134.jpg,3,116,4,34,39,7
captcha_135.jpg,0,3,13,35,31,7
captcha_135.jpg,1,55,13,19,13,0
captcha_135.jpg,2,80,9,31,26,2
captcha_135.jpg,3,129,29,12,19,1
captcha_136.jpg,0,11,29,15,19,1
captcha_136.jpg,1,38,6,34,45,9
captcha_136.jpg,2,76,41,14,16,5
captcha_136.jpg,3,114,28,12,13,1
captcha_137.jpg,0,3,9,28,26,7
captcha_137.jpg,1,37,3,33,46,9
captcha_137.jpg,2,86,49,13,11,5
captcha_137.jpg,3,130,19,15,15,0
captcha_138.jpg,0,5,14,20,21,4
captcha_138.jpg,1,43,6,25,27,4
captcha_138.jpg,2,76,8,26,29,2
captcha_138.jpg,3,121,24,26,26,9
captcha_139.jpg,0,11,12,20,33,2
captcha_139.jpg,1,57,23,10,14,0
captcha_139.jpg,2,91,23,10,15,1
captcha_139.jpg,3,136,15,11,16,0
captcha_140.jpg,0,8,19,15,20,3
captcha_140.jpg,1,51,37,15,13,5
captcha_140.jpg,2,83,9,30,36,8
captcha_140.jpg,3,122,26,16,23,3
captcha_141.jpg,0,9,6,25,35,3
captcha_141.jpg,1,47,23,23,27,7
captcha_141.jpg,2,80,4,26,23,8
captcha_141.jpg,3,117,10,20,22,3
captcha_142.jpg,0,6,18,17,21,9
captcha_142.jpg,1,46,3,29,30,7
captcha_142.jpg,2,82,11,25,25,7
captcha_142.jpg,3,123,30,22,26,6
captcha_143.jpg,0,2,12,30,32,6
captcha_143.jpg,1,44,27,21,21,3
captcha_143.jpg,2,99,21,15,13,0
captcha_143.jpg,3,120,23,25,31,3
captcha_144.jpg,0,16,29,13,16,5
captcha_144.jpg,1,42,9,24,31,2
captcha_144.jpg,2,100,45,13,15,0
captcha_144.jpg,3,119,3,29,32,9
captcha_145.jpg,0,3,7,25,32,8
captcha_145.jpg,1,45,19,26,30,3
captcha_145.jpg,2,91,20,14,16,0
captcha_145.jpg,3,120,25,16,23,6
captcha_146.jpg,0,10,14,18,24,2
captcha_146.jpg,1,41,22,21,25,2
captcha_146.jpg,2,85,9,23,26,9
captcha_146.jpg,3,120,13,21,31,3
captcha_147.jpg,0,11,41,12,17,1
captcha_147.jpg,1,40,7,23,29,2
captcha_147.jpg,2,80,10,23,31,8
captcha_147.jpg,3,118,22,22,29,3
captcha_148.jpg,0,6,29,23,25,4
captcha_148.jpg,1,45,7,23,27,3
captcha_148.jpg,2,71,3,35,32,7
captcha_148.jpg,3,121,18,28,29,6
captcha_149.jpg,0,1,34,13,13,1
captcha_149.jpg,1,60,49,11,11,0
captcha_149.jpg,2,81,23,24,26,2
captcha_149.jpg,3,112,18,34,35,8
captcha_150.jpg,0,4,23,27,31,7
captcha_150.jpg,1,61,38,13,11,5
captcha_150.jpg,2,85,17,10,16,1
captcha_150.jpg,3,116,16,26,31,4
captcha_151.jpg,0,20,51,10,9,0
captcha_151.jpg,1,59,34,17,14,5
captcha_151.jpg,2,84,30,22,28,3
captcha_151.jpg,3,120,14,20,23,8
captcha_152.jpg,0,9,11,21,32,4
captcha_152.jpg,1,51,36,12,15,0
captcha_152.jpg,2,81,15,16,17,0
captcha_152.jpg,3,113,22,28,28,6
captcha_153.jpg,0,13,20,14,16,5
captcha_153.jpg,1,40,19,32,40,9
captcha_153.jpg,2,79,19,35,32,6
captcha_153.jpg,3,123,21,11,13,1
captcha_154.jpg,0,7,8,28,31,6
captcha_154.jpg,1,42,25,12,11,0
captcha_154.jpg,2,86,27,26,29,6
captcha_154.jpg,3,124,15,16,21,7
captcha_155.jpg,0,4,10,20,26,7
captcha_155.jpg,1,61,17,12,12,0
captcha_155.jpg,2,78,15,20,23,3
captcha_155.jpg,3,120,17,22,30,8
captcha_156.jpg,0,6,18,26,29,2
captcha_156.jpg,1,38,37,14,13,1
captcha_156.jpg,2,80,26,29,31,4
captcha_156.jpg,3,123,6,19,22,3
captcha_157.jpg,0,5,17,25,29,2
captcha_157.jpg,1,52,36,13,13,0
captcha_157.jpg,2,78,15,31,36,6
captcha_157.jpg,3,118,17,18,30,3
captcha_158.jpg,0,17,33,10,16,0
captcha_158.jpg,1,39,24,26,26,4
captcha_158.jpg,2,84,13,28,35,3
captcha_158.jpg,3,116,24,27,26,6
captcha_159.jpg,0,4,22,22,24,3
captcha_159.jpg,1,43,13,24,29,4
