file,label,prediction,debug
captcha_124.jpg,0638,5698,"5:component:-1.640:(0, 0, 19, 19)|6:component:0.755:(49, 19, 24, 26)|9:template_scan:0.253:(82, 17, 24, 32)|8:component:0.972:(118, 21, 28, 30)"
captcha_126.jpg,8562,8162,"8:position_fallback:0.838:(7, 18, 22, 26)|1:template_scan:-1.376:(50, 36, 11, 15)|6:component:0.960:(85, 26, 25, 28)|2:component:0.789:(126, 27, 14, 19)"
captcha_127.jpg,8837,8891,"8:template_scan:0.621:(4, 10, 30, 38)|8:component:0.946:(45, 14, 25, 25)|9:template_scan:-0.625:(82, 17, 24, 32)|1:template_scan:-1.309:(117, 17, 27, 32)"
captcha_128.jpg,1489,9489,"9:template_scan:-0.467:(7, 14, 24, 30)|4:position_fallback:0.907:(45, 20, 22, 25)|8:component:0.982:(82, 22, 19, 22)|9:component:0.858:(116, 20, 20, 28)"
captcha_131.jpg,4508,4008,"4:component:0.948:(13, 20, 18, 21)|0:component:-1.569:(48, 9, 9, 7)|0:component:-1.567:(100, 34, 8, 7)|8:position_fallback:0.919:(120, 18, 23, 27)"
captcha_133.jpg,0353,0394,"0:component:0.224:(2, 18, 19, 16)|3:component:0.736:(41, 28, 15, 19)|9:template_scan:-1.061:(79, 14, 26, 32)|4:template_scan:-1.038:(119, 20, 24, 28)"
captcha_134.jpg,8947,8941,"8:component:0.873:(0, 0, 34, 35)|9:template_scan:0.608:(42, 13, 26, 30)|4:template_scan:0.673:(80, 18, 28, 32)|1:slot_scan:-1.461:(120, 8, 23, 27)"
captcha_135.jpg,7021,9021,"9:template_scan:-0.083:(4, 10, 30, 38)|0:component:-0.425:(61, 16, 8, 9)|2:slot_scan:0.733:(82, 9, 22, 26)|1:component:-0.505:(133, 32, 5, 12)"
captcha_136.jpg,1951,1901,"1:component:-0.279:(15, 33, 7, 11)|9:template_scan:0.653:(38, 14, 33, 40)|0:component:-0.783:(94, 4, 16, 17)|1:component:0.492:(115, 30, 7, 10)"
captcha_137.jpg,7950,7960,"7:slot_scan:0.609:(7, 8, 22, 26)|9:component:0.978:(41, 8, 27, 40)|6:slot_scan:-1.544:(82, 34, 22, 26)|0:component:0.948:(132, 21, 9, 10)"
captcha_140.jpg,3583,3183,"3:component:0.408:(10, 21, 14, 18)|1:template_scan:-0.722:(50, 36, 11, 15)|8:component:0.931:(86, 11, 25, 32)|3:component:0.899:(123, 29, 12, 19)"
captcha_141.jpg,3783,9783,"9:template_scan:-0.494:(4, 10, 30, 38)|7:component:0.796:(53, 26, 15, 23)|8:component:0.901:(86, 6, 20, 26)|3:component:0.940:(121, 11, 14, 20)"
captcha_143.jpg,6303,6393,"6:component:0.981:(4, 13, 27, 31)|3:component:0.833:(48, 27, 15, 23)|9:template_scan:-0.653:(82, 17, 24, 32)|3:slot_scan:0.608:(120, 28, 23, 27)"
captcha_145.jpg,8306,8309,"8:slot_scan:0.689:(7, 8, 22, 26)|3:component:0.649:(51, 23, 19, 23)|0:component:0.946:(94, 23, 9, 10)|9:slot_scan:0.832:(120, 28, 23, 27)"
captcha_146.jpg,2293,2299,"2:component:0.966:(12, 17, 15, 21)|2:template_scan:0.415:(43, 18, 24, 31)|9:component:0.937:(89, 12, 17, 22)|9:template_scan:0.564:(118, 12, 26, 32)"
captcha_150.jpg,7514,7914,"7:component:0.121:(2, 26, 24, 34)|9:component:-0.423:(59, 42, 17, 18)|1:component:0.568:(87, 22, 6, 11)|4:position_fallback:0.679:(120, 18, 23, 27)"
captcha_151.jpg,0538,0038,"0:component:-0.170:(21, 38, 24, 21)|0:component:-1.569:(46, 52, 8, 7)|3:slot_scan:0.620:(82, 29, 22, 26)|8:component:0.959:(122, 17, 15, 18)"
captcha_152.jpg,4006,4096,"4:component:0.985:(11, 20, 18, 21)|0:template_scan:0.134:(50, 36, 11, 15)|9:slot_scan:-0.515:(82, 29, 22, 26)|6:component:0.854:(117, 26, 21, 23)"
captcha_153.jpg,5961,0951,"0:component:-1.580:(14, 27, 6, 7)|9:component:1.000:(40, 22, 32, 38)|5:template_scan:-0.007:(90, 32, 13, 15)|1:component:-0.049:(126, 23, 4, 10)"
captcha_158.jpg,0436,0446,"0:template_scan:-0.188:(14, 38, 12, 14)|4:template_scan:0.602:(43, 18, 24, 31)|4:component:-0.402:(85, 16, 26, 29)|6:component:0.851:(119, 26, 20, 22)"
captcha_159.jpg,3479,3429,"3:component:0.571:(9, 26, 12, 19)|4:component:0.991:(46, 17, 18, 22)|2:slot_scan:0.640:(82, 9, 22, 26)|9:component:0.735:(121, 27, 12, 18)"
captcha_160.jpg,7254,7264,"7:component:0.187:(7, 25, 32, 30)|2:position_fallback:0.891:(45, 20, 22, 25)|6:template_scan:-1.099:(78, 14, 27, 28)|4:position_fallback:0.919:(120, 18, 23, 27)"
captcha_161.jpg,1771,1796,"1:component:0.433:(20, 49, 7, 10)|7:slot_scan:0.640:(45, 10, 22, 25)|9:component:-1.571:(71, 30, 24, 24)|6:template_scan:-0.787:(118, 12, 26, 32)"
captcha_162.jpg,0114,0194,"0:component:0.177:(27, 14, 8, 10)|1:component:-1.253:(51, 47, 11, 13)|9:template_scan:-1.087:(79, 14, 26, 32)|4:template_scan:0.726:(119, 20, 24, 28)"
captcha_163.jpg,7522,7922,"7:slot_scan:0.687:(7, 8, 22, 26)|9:template_scan:-0.790:(43, 18, 24, 31)|2:component:0.895:(83, 12, 20, 28)|2:template_scan:0.808:(119, 14, 27, 30)"
captcha_164.jpg,3112,3012,"3:position_fallback:0.810:(7, 18, 22, 26)|0:component:-1.529:(62, 19, 6, 10)|1:component:-0.621:(102, 26, 4, 10)|2:slot_scan:0.857:(120, 8, 23, 27)"
captcha_167.jpg,1201,1209,"1:component:-1.144:(21, 40, 15, 20)|2:slot_scan:0.794:(45, 10, 22, 25)|0:template_scan:0.405:(78, 32, 15, 16)|9:slot_scan:0.293:(120, 28, 23, 27)"
captcha_171.jpg,4060,9060,"9:position_fallback:-1.214:(7, 18, 22, 26)|0:template_scan:-1.185:(51, 28, 13, 13)|6:component:0.822:(86, 23, 18, 22)|0:component:0.929:(116, 21, 9, 10)"
captcha_172.jpg,3717,9747,"9:template_scan:0.520:(4, 10, 30, 38)|7:template_scan:0.427:(44, 12, 25, 30)|4:template_scan:0.334:(79, 14, 26, 32)|7:template_scan:-0.542:(122, 28, 14, 15)"
captcha_173.jpg,6393,6993,"6:template_scan:0.517:(4, 11, 26, 29)|9:template_scan:0.741:(38, 14, 33, 40)|9:component:0.719:(78, 6, 28, 30)|3:component:0.285:(128, 29, 22, 31)"
captcha_176.jpg,1035,1935,"1:component:0.646:(26, 47, 7, 10)|9:slot_scan:-0.314:(45, 10, 22, 25)|3:template_scan:0.803:(82, 17, 24, 32)|5:template_scan:0.748:(130, 22, 15, 15)"
captcha_178.jpg,5479,1419,"1:template_scan:-1.478:(14, 38, 12, 14)|4:component:0.589:(46, 25, 24, 35)|1:template_scan:0.446:(86, 23, 12, 15)|9:component:0.975:(125, 25, 19, 24)"
captcha_180.jpg,8044,8944,"8:component:0.853:(12, 15, 26, 32)|9:template_scan:-1.206:(38, 14, 33, 40)|4:slot_scan:0.785:(82, 29, 22, 26)|4:component:0.964:(120, 29, 15, 20)"
captcha_181.jpg,5206,1206,"1:component:-1.441:(24, 24, 13, 13)|2:template_scan:0.156:(44, 12, 25, 30)|0:component:0.467:(100, 33, 7, 8)|6:slot_scan:0.701:(120, 33, 23, 27)"
captcha_185.jpg,4147,4144,"4:component:0.941:(0, 11, 39, 42)|1:component:-0.060:(45, 40, 4, 10)|4:template_scan:-0.344:(80, 18, 28, 32)|4:slot_scan:-0.022:(120, 8, 23, 27)"
captcha_188.jpg,3367,3967,"3:component:0.963:(10, 10, 16, 22)|9:component:0.574:(52, 12, 22, 34)|6:component:0.950:(80, 7, 28, 32)|7:template_scan:0.507:(117, 18, 26, 28)"
captcha_195.jpg,9940,9900,"9:component:0.735:(5, 5, 24, 38)|9:component:0.756:(41, 29, 21, 23)|0:component:-1.227:(76, 16, 11, 10)|0:component:0.935:(133, 12, 12, 14)"
captcha_196.jpg,7893,7891,"7:component:0.524:(0, 11, 30, 27)|8:slot_scan:0.775:(45, 35, 22, 25)|9:template_scan:-0.551:(78, 14, 27, 28)|1:component:-0.661:(140, 38, 5, 8)"
captcha_197.jpg,2564,2464,"2:slot_scan:0.869:(7, 8, 22, 26)|4:template_scan:-0.897:(51, 28, 13, 13)|6:component:0.962:(84, 8, 24, 26)|4:component:0.993:(123, 22, 15, 20)"
captcha_199.jpg,4970,4941,"4:component:0.962:(5, 29, 15, 17)|9:position_fallback:0.413:(45, 20, 22, 25)|4:template_scan:0.073:(78, 14, 27, 28)|1:template_scan:-1.129:(122, 28, 14, 15)"
